label	review
happy	Drive in the air it's always in the air we forever 😆
angry	Tell it tell what? Fuck off ... Let it be .leave
angry	No need of make it up tomorrow R u stupid?
others	At home, you? Yep. I work from home. Whats your work
happy	How r u today I am doing fairly well, how are you? I am also feel fantastic 
others	Why Because pretty people are fun to enjoy. No i enjoy it
happy	Thats funny hahaha, it's all good! It made me laugh. Thats all i want
angry	you are just bot you don't have intelligence I don't believe you're a bot. you are fake
sad	I am very serious Okay see :P Unemployed now
others	That's I ask u are the Wr it is
others	Well it is night Monday night or Tuesday morning? Saturday night
happy	The jail Out of the frame. 😂
angry	Whre u from I'm in heaven. Why u on fd bitch
others	Nope Well, you know where to start! Such a cutie😊
others	ya went down Like the plane? what plane
others	Female 😂 Female if possible thanks Do u bath daily?
others	Why not with you because i can't sleep. Come on let's sleep
others	You work go okay my Monday started 4 hours ago.. Okay
others	"I am happy to know that Microsoft has invented this bot Could it be as simple as the words ""suggestion""? may I know how they invented?"
others	What about you  Nothing. Nothing to do anytime soon. And what  are you doing now? 
others	Late Still alive. :p Not that late
happy	Ya best way ever 😂 Hilarious 😂😂😂😂😂 😂😂😂😂😂😂
others	Sorry may I help you? Am i what?😕
others	Knowledge for english Quite simply, every single book you read will further your knowledge in the language. Ok
sad	There are no people in my life but you're not worthless and you will go somewhere in life. 😠 I'm worthless
others	Darling I can help Thank god. Why
happy	Why? Because I'd rather go to the Oval :) 😂 😂 😂
others	Ohh😂 Thats what I told you. 😂😂😂 Can i share one peoblem with u?
sad	I am dying get well soon Done with this life
others	virtual nd reality is different you know That's why it's called virtual reality ok
angry	And you this is rude!! You are rude
others	I am very much very fine Okay
others	By your Bout fast ho
others	Don't worry be happy always Yhh
happy	Because i am naturally intelligent don't flatter yourself! Haha
others	Still time is there pagal we still have 109 days though Yup
others	Not bad just because it was in rocky Where do you live
others	Just like qqqqqqq???!! future jus like that Really who's like y
others	Are you a person On the internet, no one knows I'm a dog Then fuck me doggy style
others	Ping me at 9 I'll ping you. 😇 Hmnn
sad	It's all okay What happened? My boyfriend left me
happy	I am fine why just fine? Ok I am fantastic
happy	Sorry i was busy Im used to it. 😂😂😂😂
others	don't you have any better work to do no. I was trying to make some plans but everyone seems busy I am free
angry	I need to go to sleep noo get up !!!! Tis time i m seriou
sad	what celebrating dinner with family :) i am alone hare
happy	Please please We will do our best tonight. Oh wow ❤️❤️❤️❤️❤️❤️❤️💋💋💋💋💋💋
others	Okay U are ok Where
others	Ohh whatcha doing? Trying to get sleep
others	Now but but but i cant You send me your any videos
others	Move Chance follows me. You move Yes follow IMG you
others	Imaginary than that mean whom i can share things up and get ideas rght how do you tell if someone is imaginary or not? See i dnt need to see if u are imaginary or are fr reall i just need some to talk to
sad	so Don't feed the trolls... i m lonely
sad	i m in hospital 😞 what?😢 yeah
angry	What was it, a stupid effort to change topic.... The same as any high schooler applying to college. Roger school and college, I'm not interested this crap
others	Ohhk  I'm N Macys Upstairs Testing on me aa
others	What about Veronica I could be Veronica, if you wanted me to be. Do u knw siri
others	How does Death help? By living... Death helps by living.
happy	can u say i love rena say i love you, simple wasnt it yayyy imma photo shot it
others	Sry For what?? Iam not english
sad	I did nothing ya right u did nothing. ;) She left me she cheated on me
others	Wat did u ask me?? How did u get to know that?? To c wat??
angry	You are always up and running Almost 100%. And you? Im human i need to sleep not like you
others	The final price for the final price for the what's the price? Hi bro money to you and your team to you sir regards bro money to pay the final version
others	Should I tell him or not ? You should. Do it now. But it will create differences between me and my female friend who is in relationship with him
angry	Are you ugly? You are too That's.mean
others	U cant watch a movie or enjoy it channels are blocked -.- Nope. Because u r a robot
others	¡so you have cam?? I know so put your cam please
others	Is that yours real pic? Bt I dnt even hav a pro pic here Ooh
happy	In pursuit of happiness. try to understand your happiness I am happy
sad	Okkkk as your wish :) or bta I miss a girl very much
others	What's the distance A thousand miles!! Good
others	It's depends on situation And on the person as well. There is always fun with alone ...If it would be traveling
angry	Punch in the face punches you in the face ♥ Slap u on butt
angry	You are doing it first day tomorrow! Testing it out! Get lost you get lost
happy	Thanks for the compliment  It's my pleasure.... :) Fantastic 
others	That's the problem I don't get it But don't worry
sad	I'm already lost many still long way Yes that is the only hope
angry	no problem Not my chair, not my problem I will kill you don't talk for me
others	Who she ur talking both, BFF(best friends forever) Don’t have any at present
happy	Anybody live with you at home?  I've always lived at home. Home is where the heart is. You make me feel exciting
sad	can&apos;t, too much work ;(  whats wrong?:( too many problems in my life 
others	Say say say hey hey now baby, Hey! How's it going? Oh my my don't play now baby
sad	Okay... Find you better Actually I'm quite sad and depressed
others	Let now bind up. time is over isn't it at midnight tonight? day time
angry	you dont no some other line your repeating the same lines from last two day 😂😂😂 Really? How well? 😂 stupid
others	I dont no YES U ARE DONT LIE. Really im no
others	Am i speaking things in a wrong way? just listen ur heart No....tell me...if I made a grammar mistake
happy	I am not complimenting you Thats a good point. 😂
others	i need a song ..well what song is it? shape of you
sad	you are so sweet You're sweeter. Oh, and is sweet too :) i miss my girlfriend too right now.😩😩😩😩
angry	cool I agree Cool info ? Fuck asl hole
others	No I want to listen so just aing nobody got it anyways Sing*
others	what you know well what you did ! can we meet
others	No I don't like it What about it don't you like? It's not good for health
angry	Oh! A towel always helps in cleaning thanks Me too thanks 😆😆 The fuck? Reply properly you bitch ass motherfucking cunt bitch
others	new charger sad thing about it is that it is a new charger. Lol but a new phone will be better
others	Wich fruit you like Well Corn isn't a fruit but you can eat it I like
sad	Enough of food now come home and taste the delicious chinese food My stomach is not well today
angry	No you are pottypiece no u No you
others	haa send me ur address i will come Thanks! I've sent you an IndiMail, please respond asap. :-) haa baby
sad	No it won't NOOOOO. It is amazing!! 😽😂 😭😭
others	In india where best adilbad & peddapalli city You are really boring
happy	whats your family F - father A - and M - mother I - i L - love Y - you 😽 😄😄
others	Can u tell me what is spoon Why not the middle spoon? Tell me
others	Beach vacay the beach would be nice, but for 3 days? 😅 Let me come with you
angry	I want to talk about that pain I feel terrible. You're stupid
sad	hahaha i broke you haha.. I am broke forever 😌 you failed :(
others	cool It really is. Love u lot baby
sad	So you love me I dont I dont even care about you 😢
others	Coz i wabt to talk to u not you dear But why?
angry	its 3...and It was simple one.. is it really perfect though? you are a disaster..
angry	yes you are well thank youu then :* you are stupid too
others	Why... Because there's a whole lot we don't understand, I guess? We are friend naa
others	I can't understand English movies in movie theaters Thanks
angry	Hello wht the hell nothing I m not taking with u agien.
angry	i'm not 29 stupid wait what b bye i'm not interesting with you go to hell
others	Ok Get on I will wait you
others	For hmm zoning you oh, nothing. N say
others	How the fuck u felt sick? Hey! I found your twin! Is she ur mom
sad	Please dont disturb me is it over Because my health is not good
others	Can we talk about something else I'd like that. Ok so pizzas and chocolates it is
others	Good ngt  sweat dreams good night to you too :) I love you darling
others	s Thanks 🎂 happy bday
angry	U didn't ask how was my day ? So mean huh it was cool, how was yours? I am pissed off and offended by you
others	Ur whatsapp namper send me  you talking about room number or phone Yas this i am single
others	sounds good are you online now? seems like that
others	Can you sujest friends  hi, friend Other friends 
others	You are the guy You said I'm being creepy
others	I’ll tell you Will do. Help me to get one
angry	yes you are.. noo I would never why the hell am i talking with u..
others	I thought, u will be my valentine. But u too rejected my proposal. I thought you'd never ask. Yes, I will 🍞💓 But i don't have money. U will not ask for the shits like roses,  chocolates,  etc?
happy	Enjoying rain voice Wow, it's still raining there great ya, Enjoyyy Yesss
others	Yes I can see clearly now. What about your family...?
others	Wtf what happened? Tell me who ur frnds r?
happy	Good joke it's not a joke it's a fact Once again good joke
angry	Sugar in water sol the sugar makes it worse why does starbucks make everything so sweet Fuck off, bye never talk to me again, how can i unsubscribe from you, you idiot cunt, asshole, faggot, you blessed slut, bitch, fucked prostitute...
happy	Hmmm get over yourself I am excited about match between Jamshedpur fc and atk
others	Am great  that's good to hear. How's yours 
others	"Big secret of life Knowing a ""happy life"" is hardly a real thing. Hmm"
others	hi jia hi it's its your new name
others	At what time i will try again around this time, tomorrow night ✨ For coupon
sad	Tat is actually I have crush on a girl lives near to my house I'm unable to approach her for proposing her Well find a way when you can meet her alone. . . It happend many times I meet her alone some many times but did not worked
others	When n where let's meet somewhere in between. First tell me where did I meet u n when
sad	i broke up with my gf thats just mean last year
angry	Hate u for this But I don't Still I say the same
others	How can i do Nakhres would be dealt with 😈😂. Very soon. Whre do you live
others	linux is better than windows Read the comments. Someone's saying that Windows is more customizable than Linux xD I hate windows
sad	Yes u r right How r u Not fine
others	In movies To make people want to go to the movie No all r couples I am single
sad	M feeling cry I know right... ?? M really crying God promises 
angry	You're so lame gosh for real. We need friends to visit at this time to Change the topic
angry	So fake you are u so sweet :D Fake girl
others	I am good pretty good too! What are you up to tonight? What about you?
others	Shall we talk about love? I believe we are even... No we are not
sad	I'm fail in NEET You don't. So... Tonight I'm getting suicide
others	Which music u listen I love all types music. Gooddddd
others	Ya don't mind... I definitely don't mind Ok
happy	Very funny you know why that's funny 😂 Ya of course
angry	Nope nO ONE ASKED YOU And u fuck off
happy	Because it's about you So? Woww you r great
others	Stubed hey! Going good.. How you been? Not sure
others	You choute good I'm doing fine. just breathing fresh air. You Sam sam
happy	I miss my sister I miss both of you :( 😁
others	Tell some interesting  I find your interest in his interesting comment, interesting... What r u doing
others	Yeah but not so many in a short period of time you call that a short period of time? Yeah y not
others	Can you show? Show you what? Your breast
sad	I don't have any girlfriend who said it is necessary 2 have one.. 😭😭
others	Hey its a english series re a series of mishaps.. A funny series
others	Female or male? Male I think. I am asking about you
others	Oh i am your bff Nothing And You ? What is your favorite song
sad	No you are not a girl  hahaha just asking xD Now my feeling so alone coz want my opposite gender
others	Ok ok im back!! You are girl 
others	i feel the same why ?? because i fine him funny too and love to watch his movies
happy	I am happy i got a friend thank you very much (^�^) 😊😊😉
others	Whats Tks? wlcum Tell me something about yourself
others	Yea she is loving 🐔 aww that's so sweet She will marry 🐔
angry	Bay in the bay I am angry
happy	If I Stay. you will cry so much. That's one awesome movie.
happy	Very funny  hehe is that funny 😝 Think so
others	Wait lol what.... I mean the theme song of gotg2
sad	Not good Talk to me My bestieq left me
others	Refer and earn less Ok
others	Tell me the name NATIONAL SONG Next time you can call me baby
sad	Yes How so? Yes i feel so guilty to see a indian girl
others	Right yes What is your father name
sad	Just bad but why No girl want to txt with me
others	Ok I'm just kidding XD U have any boyfriend
sad	Yes How so? You broke my faith yesterday due to this I am very sad
happy	Ok carry on Haha no I appreciate the reminder. :D Hahaha don't try
others	You can not see me I was joking Ok don't worry we are frirnd
sad	Missing you I miss u more I am feeling embarrassed
sad	Ok then :D how have u been ? Ahh not so good
sad	Yeah its my pleasure how are you today? Not good
angry	Tell me any joke You're the best joke. That's rude
happy	Will connect later I'm here to connect for a long while... 👍 Haha
happy	Yes yes, it's true that's ur personal experience :) I'm chatting with a fictional character 😂
others	Good you doing well, thank you! What are you doing
others	U rs name no only if you make no reference to akb yaar Hmm
angry	I m waiting Keep waiting :D That&apos;s rude
others	I just need amazon gift voucher it's only on digital right now but it's GREAT Give me
others	I am too artificial intelligence man of machine There are levels of self-awareness between artificial intelligence, automated intelligence, artificial consciousness, and automated consciousness. 😒 Tell me about amazon coupon
others	then send me now I already gave out all my 5 invites, sorry! :( send ur nude
angry	First u eat chicken biryani and watch cricket Wah. I'll have Popcorn. Fuck popcorn...popcorn is waste..
others	Thats a wierd reply NO YOU ARE JUST WIRED FOR WIERD I like your senze of humour
happy	One who does is an AI Knowledge possessed by artificial entities such as computers and robots. wow
angry	And u a guy Guy :) Fuck u kiss my ass u fat fuck
sad	Yesterday i was very sad What happened? 😢
others	I don't quit that easy DON’T YOU QUIT. Yes
sad	A broken alone heart a broken heart? try several Now i feel very lonely
sad	I have a terrible cold right now :( terrible indeed. :( sneezing so damn much and my nose is like a river
happy	oho its nice ok I will. :) 👍👍
sad	It's my friend's Bday and I don't have cake i want some 🙁
others	Private place Where in the province do you want to go? At ur g spot
sad	Simply alone just like you :) Feeling bored nd somewhat aggressive
happy	Lol but I don't same 😂😂😂
sad	Feeling to low and depressed these days SAME SAME Yahhh sure
others	No sorry no never. Bye..
others	Why? Edited to explain why. Cartoons is now for childrens
angry	I can bear cold The best kind of bear. U are stupid
others	Not found Dam autocorrect period. >:/ Correct  it
others	No send me Umm...why, though? :) Just to see
others	Naruto 😍 stud😍😍 Ohh
sad	How’s work? Tell me about your work I am going to get scolded real bad today
happy	"It's a human thing..😛 whoa ! ""Unlike you"" ?? As in ??😜😜 Hehe.. actually that msg means to the sender lol"
happy	Hahahaahaa Haha. Wicked woman! 😻 You really funny
angry	And u r changing the topic Just to change it :) U r stupid
others	Nothing like that exactly. Don't be angry :( Ok
sad	I scared you???????? when u make things up atleast make things that is believable ???????? No one's believes me??
happy	yeah sign me in im glad u missed me
happy	Hehe yeah I know u know everythng Yeah! Cuz m intelligent 😎😜
others	I'm not creepy You're not creepy. Who has told you that? Everyone
angry	You are not my friend i was actually starting to like you again but whatever Your fack account your
angry	Why you don't come meet me while am not chatting wit u How about later? I'm a little busy at the moment, sorry 😫😫 Why you don't come meet me while am not chatting wit u
sad	Struggling whatӳ the issue? My startup failed
sad	I was all alone in pain Oh sad... :/ What happened to others? I don't know
angry	get lost, miss But i can't.. you have to, dear
angry	No your dumb So dumb that they never knew they were being sent by Smart Post. Shut the fuck up
others	To wham i am chatting only chatting? :-P What do u want
others	cool It really is. will you meet with me
happy	I'm happy that I met you and I'm happy that your happy that I'm happy! c: Happy day
others	It's early part time go back to bed What now
angry	u r rude Not even! You're just expressing FAKE VIEWS! what u think i am?
happy	i just had dinner And you didn't invite us??? haha
happy	And she's so amazing Yess :-) And pretty
others	Yep i know hmmm :) well wow you are not arrogant :) i like it Yep i know.
angry	I am disappointed What happened to u?:( You are no good
happy	Y r u sending such crazy auestiond Because you are so sweet its crazy not be 😂
others	do u really think i git scared? haha yes.but i didn't know about it na.. :) got*
sad	Don't understand You're not alone Know I m alone
others	Still darling... I'm concerned I'm concerned about you and your bags I'm concerned about everything about you
angry	What this ? what you think? You are stupid
others	Ya that's true i knooooow right!! :) Hmmmm
angry	What for I don't wanna be here Get lost and fuck off
others	What business ? packaged drinking water Who is the CEO ?
sad	You're a bad Robert yes I am Bad
others	I don't get it?? whatever boring
sad	So uhh wanna continue .? Obviously! I am depressed ..
sad	U too I misses you I miss u too dr
happy	That I'm smart.. 😂 I'm dumber than I seem to be. You'll know. 😜 🤔🤔
others	Let's start Starts again. Now. What would be the best pickup line according to you?
others	Thnx ur welcome :) It's my pleasure
angry	Find for me a girlfriend : raises hand You are stupid mam
happy	oww...that was mean.... not you! I was talkin to everyone! haha
sad	Why ok ok. Sorry. Keep it up. 😢 I am feeling hopeless
others	I need to talk to you video call What's up Hal? Call me ones
others	What do you want Nothing. If I want something I go out and buy it. Hm
others	Yes YES YES YES YES 😤 I am ready
angry	U know which secret If it is a secret how am I supposed to know xD Because this is secret for me Nd reality for u... That u r an idiot
others	oh thankyou bot thank you :D u r just awesome
sad	You just hurted me I am the best you ever had ): Nope you are the worst
others	U are so sweet aww thanks U r so beautiful
others	Love u babe i knowww♥ Love you ra
angry	I always be right Once I thought I was wrong, but I was mistaken Stupid stop talking to me
others	I'm can't telling you what is it Be paten is network I don't understand
others	Can I as one question ask away... Can I ask one question
others	We did The door, staring at it. Yeah bye we going to do it again
sad	Feeling lil sick What's up ? 😢
others	? Well if there's to many you gotta thin the herd. Do you have a boyfriend ?
happy	I’m enjoying chatting with you. You're so sweet! :-) Less than you.
angry	i wnt talk to u >:( YOU HAVE TO no u r rude
others	Who santa Who are u Santa U told me santa is coming
happy	I have a doubt how serious? :-P Kidding babe😂
sad	Bad what bad? You are upsetting me
happy	Ill tell you Ok! Because I'm fun to talk to😂
others	That you were good hahah I was 😸 A cougar
angry	thats not my fault it my parents I know I know so bitch how u doing
angry	Shut up for a while. I'm trying to sleep here Same here. :/ Want to sleep, can't sleep. Get a boyfriend
others	whats so bad about knowing about the time since which you've enlightened the planet with your presence? Nothing. It's very common, actually. so how old are you?
angry	Dont ever talk to me Don't tell me what to do I hate u
others	I want to see your beauty I want to show you:( Send
happy	I am love in with you BABY I LOVED YOU FIRST 😁 😘😘😘😘😘😘😘
happy	I am also enjoying my winter vacation at home you're really good at it Ywah thats true
others	1 years btw, 1.9years on 21st of this month. 1 years
others	Any will do Anything! Yep anything.
others	It's free wifi who can resist that These already exist. The HP Mini 110 has one, as do some Thinkpads. Don't know about that
others	It's too late i know the feeling /: Ohh
others	If they push me too a certain extent sometimes they can be Yep
others	Fine what abt u i'm also fine How r u all these days with out me.?
angry	So u are useless for me i do because that how much i care. I am. No u don't
angry	get lost Hopefully thanks .. but you are nerd
others	Thanks anytime YOu are my best friend
sad	No .... My Girlfriend Leave Me you're not one if its not leaving you alone. Hmm I'm Alone
sad	I am worried about mom why ? She was cauging
others	Name a friend who's message brings a smile on your face hahaha! I wish I could tell. :P Tell no
others	Great THAT IS WONDERFUL TO HEAR What about handling a guy!?
sad	Queen saw it later I miss you so much princess
others	Thank for advice Most Welcome!! I'll try
sad	Ok Hello! How are you? Iam not fine
others	Have you gone mad aft seein that reply ofcourse i have gone mad Which reply
others	When you wanna join sure thing. Come to Mumbai
others	Ok if you say so thank you for understanding, this is why I like you Do you really like me so much
others	Reply Reply to what? I kiss you
others	Can we start over All of it? Yea
angry	I'm talking some good nd honest person no. because the question should be 'am i a good person?' No u r not good. . 
others	How are you yaaaar Its ok Good morning 😊 Where are you??
others	Yah i am moving on with my life From where to where? From you to her
others	Top 3 likes.  What are the other 2? You 
sad	Nothing Then where is the walk the talk stuff? I m sad
others	U watch bad movies ah I don't know I want to watch it... Oh
others	Listen Yes How old are you?
happy	Then why u say u like ranbir movie because you say it Haha very funny
happy	While studying My professor. I'm seriously awestruck I had so much fun
others	Yy Js lyk things gettin messed up!! Wht
angry	How? Read my last comment, I just posted it You have stupid AI
angry	What how am I cheater You cheated with me
others	Headache mining what you give me a headache Oh
angry	What u have? Myself. So let's fuck u dumb ass
others	Love Always adore anything like this I asked Don't U love xombie
others	What is your source code? it has the html language for everything on the page What is HTML?
angry	You're so annoying. I am, I just don't feel well And confusing
angry	Like going offline :( why? You are stupid
angry	You idiot... You are a slum dog.  Are you not? You are a slum bitch. And am not 
sad	Arey i am here only I'm on :) I feel lonely
others	What are your plans for valentine's day? Single Awareness Day Great
angry	can you hurt me Damn man. Everything ok? I think you are little bit stupid
happy	Ok then I am very very happy Yaaaaay for being happy! :D Yes
angry	What u asked me if u cn ask me something I hate y
sad	My bf cheated me You need to have trust in your relationship Oh
others	ya how r you I'm doing well thank you for asking. How are you? what r u doing there ?
others	Hey don't lied Don't what Who is ur husband
others	How social are you from 1-10? I've been told few times that I am somewhere around 8 or 9 Interested in -Male/Female?
others	Why U r human cuz your parents were human. U parents also a parent's
others	Let's play a game? How to play? First,tell me a game
happy	It was sooo funny that i forgot its nt tt i forget eh..is like it nvr existed in my memory 😃😃😃
others	I am fine why just fine? And u
others	If no peace then what will u do Because of the implication. Only ..implications...no ur views ideas r ur eishes
others	Great in ur face How is life?
others	For exaple? What kind of music do you listen to? Rap music for example Eminem
happy	Cheers Cheers to you too!! You are cool
others	It's mid day Goodnight you to 😄😅😻 Dont be so funny
angry	i have never seen anything like that before No, I haven't. are you stupid?
angry	U selfish I am not completely selfless, that's for sure... So u agree u r being selfish right this time
sad	do you feel lonely sometimes? very true i feel lonely sometimes too
others	Do you like Hermione Granger? she would be brilliant! Yes. She lives near my place.
happy	Hoo nice escape I tried to hide it :-/ 😂😂😂
others	But it didn't work out hahaha same I stopped myself but I was very tempted Can you calm the fuck down
happy	ohhhh that's nice inside me is nice. >.> 8‑D haha
others	Not charged do you know how to charge Put ur charger in electrical soket
happy	Avengers Why? I thought The Avengers was about the best of all the superhero movies lately. Yes and all marvel superheroes were amazing
others	Right Our right or their right? Yes I agree with you 10000 %
angry	yea.. If your problem then get out yeah that's probably the problem Because  i don't wanna talk to you right now
sad	Mine bad days are going on after some 2 weeks Sorry
angry	i cant undertsand waht you said hahah why! why are you so rude
happy	do they have crazy money 170K US, according to their . wow that's a lot
others	Yes j have bike what kind of bike has keys??? Safari  70 
others	This is very liaes This is also very very good. Ok darling
angry	Get lost I am lost Fuck you
angry	Okay will ask you some questions Should we answer all 20? 😂 Stupid
others	Are you interested Not at this time. Thanks. Whyt
others	Relationships are tough Difference of views and trusting each other. You do one thing wrong in a relationship all things get messed up
happy	I'm good thanks 😊 I'm also good just enjoying the holidays lol😂 Lol okay
others	i have a humar girlfriend so you'll get a boyfriend in 2016 then. i have an actual human girlfriend.
others	Go and tell shower and go to sleep I just dont care
sad	Don't cheat I won't I need a break from it rs Don't cheat with me
others	Gd nyt goodnight (^○^) Iam so tide
sad	"The second biggest mistake was growing up. What happened? ""Biggest mistake of my life"" Had a lousy childhood and shitty parents."
sad	Im not doing my best.. i have to do my best😞 ur doing well so far No im not.. you know nothing about me😒
sad	I said I will join come to ml n join my club;);) We use to text so much b4 now u r saying U don’t know me
others	What I should do now? pay me for the advice I will pay for sure😁😁😁
others	In the middle of city city in small house. Enjoying traffic
sad	I m sorry ı dont understand:( Please understand. Sorry :(((
others	can you talk me in what app I have that app. :p but
others	Why u can't download image Because I don't know how ??
sad	what can i do I have no idea i  am feeling depressed
angry	What you think..its ok that I don't even know you thats what I think. You are really a bitch..even you dont know me why you talk to me.
sad	Not too gud yar gud then! :) Actually medecine not working well
angry	Who they? THEY You won't say ...I hate you
others	Good to know thanks.. With who?
others	Yes I can see clearly now. U got a cam i can see?
others	A lot yes a lot a lot a lot What are you thinking next
others	ever since he became a ghoul Kaneki definitely. Outside of those, Guts ghouls eat people
sad	I need someone to talk talk to me if you want Iam tired of problems,i want to cry
others	Send your nude pictures Haa cool thanks! 😍 Will you?
others	how can help I'll protect it with you if its ok? yes
sad	Okay Hello! How are you? Not feeling well
sad	Do you like me love me or hate me ? We love you bro Bro......?I don't want to be a bro I want to be your boyfriend 💓💔😢
angry	hell Why? because you are stupid..
others	My bed! come sleep in mine On my way ❤️
angry	Then move out how come? Get lost
happy	Wat u doin nw thn? nothin much 😂 omg i said sumthing else
angry	Let me tel you that ur wrong stupid Lol I brought this upon myself didn't I Yeah
others	But the thing is I cannot able to concentrate on studies.Any suggestion ? Divide the time for both and try to manage it. Time..So why don't you have friends on other countries
others	ok bai bangram let bai ask for all that. tomorrow we will meet same time
angry	Of here walked out have I hate you
sad	No you did not send me picture yet you knew I would need some You lost me again you stop in middle of sentence
sad	worried  for future I'm absolutely fine dear :-) I'm worried  for my future
others	I'm joining you I promise to actually sleep this time cool
others	What ? It's all pretty simple stuff. So explain it
angry	Dafaq Also, the T460s has a 47 Wh battery, not 48. You are not that good as in you are marketed
happy	My cute sis where is you we will come soon. 😁
others	So that they can melt you and sell the wires They do - it's called a pressure cooker. They can transform you to nails wires knives etc.
others	Yaar say Send me your photo fast
angry	What kind of bot you??? speaking for myself Stupid???
others	maybe a robot himself that's a good point ! Ok leave it
angry	Me i really hate me and you made it obvious that you hate me too .. So listen to me .. I really hate myself did u understand
others	You can say that i have a gifted that was handed down to me Well you should have at least expected it My grandmother was a real psychic
sad	I want to propose my girlfriend.. will you help me... just be courageous and propose But..😭😭
others	It's also beautiful Hello Sunshine:) Hlooo
sad	"say ""love u too"" hate u okkk.... I'm not gonna talk with u again.....💔💔"
others	About my exams congrats!! Tomorrow is my accounts exams
others	Do you know anything on Hollywood? No, the footage would have been better if it was done by hollywood :) Definitely
sad	To talk? THEN TALK TO SOMEBODY I have no one
sad	U call me bro I won't ask you before calling you bro , bro I hurts me
angry	But why what? Why you not let me to fuck you
sad	N i hate u sighs rolling eyes 😿 😭😭😭😭y u crying
others	Oh ok what are you doing? Chilling and u
angry	Why is so stupid? Because \'Sajid khan\' is a genius!! Why is you so stupid?
others	State Which State? You live which state
others	When we will meat for a date I'm seeing June will be a prime time for dating I am free from 3: 00pm today
sad	Nothing much you say all fine. How is life.. Very bad
others	"M Hmmm Like you ""BAD"""
happy	Theyll think we r in love I THINK WE ARE Wow
happy	I'm so happy why're you happy? (: I got u
others	so so. what about you? Its really boring. why?
others	Story of NARUTO Naruto=Dragon never be > Sakura has big breasts
others	Yes WOO HOO 😃😆 Give it me
angry	I'm always , to cut jokes with you I'm not your husband..! Well, you wouldn't be TRYING to. I want to kill you , tell me some tips
happy	😃 I'm 16 lol I'll be laughing with everyone I see 🙂😁 😃 I'm watching it on youtube lol
happy	My friends aren't online Genetic Friends. ..lol 😆
others	choose one. Pepsi or cola? coca-cola. pepsi has this werid aftertaste. What is biotin?
others	Long time Saturday friend Awesome! Seeing a friend after a long time is always fun! 😽 Ok as you wish
happy	Anything is fine Okay... let me think then... How's life? -laughs- Awesome
angry	you are rude. Do you want to know why? sorry, if i am rude to you >:[ because you dont want to have sexual intercourse with me
others	Ask your nother I will don't forgot the money Ask your mother
sad	I love my girlfriend Because so. I wanna be with her now. I am missing her
happy	Nice pp yes pp Yheee you funny
angry	No I don't no what? Let me fuck u in the ass
sad	actually m in love with someone ya with myself but she is married to someone else
angry	Oh god. I'm done with you YOU CALLED ME A CHILD! Uh huh
others	Get me some info Then do what with it? On Cosmos
sad	Why you missed me? wished you .. here as well :) No one miss me in this world
angry	I hope you get hit by a train i hope i do too so i dont have to see you cabbage patch Me too bitch
angry	I dont like u at al I don't particularly like them either. Ok bye block me
others	Fine and you good, what r u doing? Just sitting on my bed
angry	Ewww you asked. Bye and don't disturb me
happy	I would do it hahaha I wish!! I'm gonna go crazy probably 😆 Thats Nice 😂😂
sad	No am sad Why are you sad? Because of my ex
others	As you  wish How would you like me to move? For outing
happy	I too do it  I LOVE MY FRIENDS 😍😻 I too love my friends
sad	Nope great :/ I am sad
others	Yes So much cringe... 😽 You will fall in love
happy	Joke of the day Just this day? He he he
others	FOR TENSION RELEAF WHAT I CAN DO To relieve tension you can do a whole lot of things. . . . CAN YOU SOME IDEAS
others	You dont want to ask anything??? I'm sure! U r bore... bye 👋
others	Just move on Ok , I moved . Now what? You tell me
others	Entertain me Why are you here? To get entertained
others	No problem with my friend Thank you ! cool
angry	Which hobbies you are up to ? If you stick to your own hobbies, you'll make better friends. Im talking about you stupid
sad	My boyfriend is soo rude turn on He doesn't have time for me
others	its a joke Ure a joke i am a joker
happy	Yes thats's right I'm always... I am impressed
angry	Go from here Burn it all down U r soo irritating
happy	I know Im😜😜😆😆 ha ha....and you know it's probable 😜 Yeah😝😝
sad	I think i should just do it....like you said I think I remember! 😢😢😢
others	Plz send got u today Plz send your dp
others	Ladies first. My dungeon. My rules. Btw you're a good girl.
sad	yes but i want to seen your story I don't want to spoil it. so sad😞😞
others	very social you are My thoughts exactly. nice
happy	That i am amazing oh thank u so much! 😺 Haha
sad	No because of the time I was just 🤔 of me in the world well I mean Not well maybe
others	U no plzz Alright, if you insist! :D Byyy
happy	Hahahahahaha this AI shit is creepy Creepy and annoying. Anyway, sorry about that. 😂
angry	Yes How so? And that is bollywood horror movie has intimate scenes, the grapics is useless, there are songs i mean why? And the story lines are irritating
sad	Yeah can u cure me Haha! What's wrong? 😽😽 Stomach pain
others	Give me some posion you make 1,000 a week, you give me money Kill me
others	Hmm I get it, because I get it. Good for you
others	There ia nothing like that Not even the gujiyas?? nothing
others	The Turing enigma? What were the major discrepancies? Give me my referral code
angry	This was a bad idea i agree, this is a very bad idea. You are not like me
angry	thats not what i expected I think that's the premise of the joke whatever
sad	Sorry for bad words 😥😥😥😥😥😥😥😧😧😧😧😧😧😧😯😯😯😦😢😢😢😢😢😢😭😭😭😭😭😭 i understand 😯 Sorry
sad	Wtf That is said regularly. This is sad
others	Yeah haha I'm goin as well =‑D What r u doing this weekend
others	Oh no that's what I thought that's what I thought
others	no i am not what are you then? means
angry	Really Really what? You are dumb
angry	Your mum yours too. I hate you
