label	review
others	no you are number then what number am i?! you are block my friend list
sad	i am not your taking you are so rude i am not your massage ropley because you not good friend
angry	why cause i cant do not talk to you. do not talk like your mind
others	what ? it is the way of ending something who is your younger sister ?
angry	then when when when when? i'am angry with you
others	my stomach is paining like hell please take hot water yaa i got it 1 hours before
angry	i hate you for ever awwwweee shut up
angry	because you are too rude not even! you are just expressing fake views! ok
others	will you pray for me of course! hope all is ok. yeah
angry	nope hmm.. wassup? :p this is stupid
angry	i hate the liers and fake people too i think people are jealous of us that is why whatever
sad	bad morning good morning.......have a nice day not have a nice day
others	no i can not you are too kind when i do not do something intentionally but it happens in a wrong way
angry	do you think money can buy happiness? sure can. you are stupid
sad	i broke up with my girlfriend why? she double crossed me and dating someone else
happy	bcz one is easy to write i am laughing like hell
others	what all you have known about date!! how to understand women. yesss
others	i amin love with a girl same here. same here. with a girl ?
sad	he has no time for me i was thinking about time before having kids laughing out loud or loads of love forget about kids
angry	you are disturbing me you had me at the proper use of 'you're' you are such an asshole
others	wninner for what running away for the weekend ohhh
angry	what? <- being wrong & making a mistake are different points! you are stupid
sad	hextic day.. getting irritate how was your day? bad
sad	i am in trouble why? how is the date? i am alone
sad	i love someone just feel the love (^.^) but she is engaged to someone else
sad	what counting the nostril hair. i am not happy right now
others	me not interested ohh...who else you are interested in? ;) in cricket
sad	ya hide and seek ? with whom? sry cnt play mood off ryt nw
sad	sorry what on earth are you sorry for?! for using bad language
sad	but there is some girls which has no boyfriend 'they choose you to their boyfriend/girlfriend among the billion people' ya but no one choose me
angry	why are you trying to talk with me? they really trying to talk to you if they do something else? i do not want to talk to you
angry	i do not wanna tell you not really, sorry i can not fuck off
angry	but i have never been there oh, hope you will sometimes get to visit.it isan awesome place. you are stupid
sad	me feeling lonely sorry, that you are feeling lonely. sometimes i feel like i need someone
sad	i am helpless and confused how? about career
happy	know i have perfect eyes.. aha..beauty with brains like like yess oufcourse..
sad	is it so it is not, and you are not alone. i am alone
angry	i do not want to talk with you you wish i was calling you you are rude
others	be a cause nope. and nope. how old are u?
angry	dis is me this is so tragic, sigh. being rude
happy	i like pizza and then we can get frozen yogurt great idea !
happy	about movie well i need to watch this movie as your wish
sad	yes how so? am so sad
sad	sorry what have you done not good at understanding you.
sad	you said na you have a bad news for me you really think so? i have bad news for you... meat is just muscles.
others	then? you are a day late how can you say that
sad	sorry i am glad you realize it i am really sorry
sad	what? will send more in a bit ok my cousin sister just left to usa i will sad without her
sad	thanks np, hope everything goes well. but nufn is going well
sad	for me bad morning good morning bad smile you are very rigid
sad	you are hurting me that was harsh bye bye
happy	and share it with google sharing doesn't exist in my vocabulary
happy	skydiving long live the king... the experience is superb
happy	loads of stuffstuff yay! send them to me after haha smile laughing out loud or loads of love okay
angry	i want to become a scienctist all you have to do to be one is write poems! fuck that is not my passion
happy	but i am not so good in english english is a language that is all! ;)) i'am singer
angry	i am angry oh why? what is anger ?
happy	a slap maybe slap anger
happy	jst boring how would people find ways to make it not boring? enjoying having fun romancee
sad	can you help what kind of help ? headache
others	book an uber ride to my home is this allowed? how will you go home? yes
others	singing can you sing ? yeah if you want to listen to a bathroom singer
others	it was gud i was forced to go so how could it be? :p nyc
angry	nah.. you just wanted to do some fun stuff by asking stupid qsts. when you answer them you call me crazy.. your too dum n jobless well, let us just say i am open minded. d; balls
happy	love she laughing out loud or loads of love doesn't mean i am a cat lady
happy	thanks you are welcome! glad you enjoyed it! yes i enjoyed with you
others	my job is duty other state where else do you work? my work is day time mrng to afternoon
happy	tell me about me. if you know. sry ! smile do not knw yipee.
others	8 8 sounds good. like at talav gate
others	i want to have it with you tho spend time with friends! i wanna fuck you
sad	what nufn new. just settings it really hurts yar.... sadness sadness
sad	i am in tears right now our bats are making me cry. yeah
angry	sorry i am just saying you are a stupid do you know that
happy	i have been by there before, i am looking to go very much beyond mars never! excited! have you been?! surely something like it
happy	sure can i have the links also please? you also awesome
sad	exactly what did it say? i miss someone badly
angry	i am gonna do some test on you by saying some bad words to see how your algorithm reacts the fact that you need faith means you do not know. fuck
sad	i do not ?!?!?! am i in trouble? yeah in big trouble
angry	do not hate me please why would i? :-/ cause i am batman
sad	good.. why is that good? my roommates went away . my boyfriend is outta town.. and i am alone.. not feeling so well
sad	breakup what? i am sad
angry	not you da oh, okay. you look nice. :* stop being a fool
others	with you good to see if you too love you too love you too love you too love joy and the bay leaf and the other than the other than the you are welcome have a great day with your man ok g. good morning good. night love you too
angry	how to delete you? you can not do not disturb me
happy	about me...i think my sarcasm there is an us now? hahhaaaa
sad	my whole life is wrong acha! even i am getting a similar feeling i have tried for many companies but got rejected every time
happy	i do not have that much of english knowlege to share that here yeah, i have to do quite a bit... school life is superb... enjoyed lot.. i got more friends
sad	not good baby baby shmaby not good
happy	what did you do the whole day i did oh wow
sad	urs is not decsent..its poor..too poor i am pretty much the poor one. with a poor heart
angry	why you send text me first? done baby. i am your i am not your baby
happy	i am always happy i am happy now. smile rught
angry	shut up go to hell no you! youuuuu
angry	ok okay you do not know me then why are you talking to me you are annoying me.... you are annoying me....
angry	chiiii are you deciding your answers yes i am shit i hate that those kind of people
happy	topic for convo about love wow...ohk
others	your pic please of what? i want to see you
happy	i am happy cause you did it so i made you happy? :'-) yup
angry	no just go i will not leave please tell me i do not like the way you talk to me
sad	you too i misses you i miss you too dr
happy	am so happy why? smile
sad	am not okay what is wrong am sick
happy	you are very funny all love ! (^o^) you are very funny
sad	my girlfriend not pick up my call this almost made me cry. how is that kitten so cute? i need your help
happy	wdfhe-% dog like like like
others	yup to whom you expect both are are required
others	call me if you cam i will do not worry can
angry	yup you made me yesterday only haha! see you there? (^_^) wanna fuck your asshole
angry	i like her but she is not ready for any relation ship. can you help me she raised me and i am not that messed up am i? why do you reply nonsense
sad	not bad how about you? i'am lonely
sad	you are hurting me how am i hurting you? you hurted me
angry	but you have an intelligent software you can go for flash as a simple animation software do not ever text me again bye
angry	well keep differing oh honey, i do not need to keep on trying. yes you will do us both good if you just die
angry	do not even dare to already did i hate you
sad	ok honestly, you are very pretty i pretty but no one love me...
sad	not fine why not what? my engagement is going opposite to me
others	haven't heard yet listen it is so good ya i will!
happy	no thanks no worries, thanks for your time well watch death note it is an awesome anime to watch for starters
sad	no i do not want to go for a movie no you have to! no! crying
sad	very nice thanks, yours is too! ^_^ no, me alone ...single
angry	for ever forever? for ever ever? for ever ever?! stop it please
angry	your dumb it is not! believe me you are not! i am smart your stupid
angry	i know you do not know that is why you are such a shit
others	where is fairfield i am here :p where
sad	my girlfriend is about to leave me why wife has the same ring my girlfriend is about to leave me
angry	ok go to heaven i do not want to. then go to hell
happy	laughing out loud or loads of love you are funny well that made me rolling on floor laughing. hahah! and you got a good sense of humor.
others	are you my girlfriend of course baby then give me your number
angry	thanx you are welcome dost. smile why everytime fuck heppens only vid me
happy	just woke up about to sleep by the way nice
happy	hahaaaa...you are super cool you are clueless
angry	no do not you hear me turn off you phone i can not because i have to touch the screen !! no right now turn it off before i get angry
others	i do little you are little only for me. unhappy only for you
happy	from which movie movie is zakhm. wow
happy	what is problem nothing... i like it.... it is funny smile smile you funny
angry	i hate fake things people are the worst like you
others	nufn for now what did you have to say? do not worry
sad	you know what happened today? i did not wake up with a hangover my girlfriend left me
angry	do something to please me nope i am bored . whatcha doing do as i tell you to do anger
angry	otherwise do not irritating me lie on what ? that is what you said what i said you can understand
others	you can wait in my badroom what i did now? wait
angry	means ??? i guess i am you are fake
sad	wbu? juss watching tv smile i'am feeling lonely
angry	i hate uh so do i bad person
happy	your answers are so typical like whom ? smile like you
angry	so sorry oh thanks. i am still here so that is something! you are not good
sad	am alone worried about what? i do not now..
angry	i am never gonna talk to you gain ...give you up i am never gonna talk to you again.
angry	tell me tell you wht why are you so bitchy
others	what are your numbers your iq show me your nipples
sad	joking when everyone is joking, no one is joking. no one love me
happy	amazing energy i was there and the energy was incredible! yes i agree
others	where exactly? everywhere some specific location
angry	yes you are phew what is wrong with you jerk
happy	will you gift me car ? sure right right after i sell your kidneys nice one
sad	please i just want listen your voice..!! well goodness! listen to some music then eh? hehe unhappy k then bye forever
angry	do not reply now huh? what? why? do not reply
angry	i am not talking to you again but i am still talking... bye
angry	nothing. i want you to ask me about my day. how was your day my day was shitty.
sad	we had already been talking for to weeks when do you go? same date as me do not you? you forgot ?
happy	yes it is fun like can you tell me why it is fun? i doing not know but i find fun in it
sad	i can not go to timing i am head ache aren't you at camp? i can not go to tiping i am headache
happy	so. when are we going? thursday or friday probably. i am so glad this is happening
happy	send it nnn thanks! will do i am very excited to see you
sad	doesn't work on my case nufn works on your phone ah well, poor me
sad	heading towards home happy journey smile my boyfriend is so annoying
others	ok when is good for you? when i got married
others	why man cos we cannot be separated man ! then let us talk bout boobs
angry	and stupid and a little bit sad. go to hell
happy	i miss my sister i miss both of you unhappy
angry	you do not know english still you wrote 'if' in proper english. :p you are stupid
angry	you are also a little annoying you are slow why do you say that?
sad	do not do this who this? that is really bad joke
angry	not so hard for me. so. i have an a in it do not talk rubbish. get lost
sad	so mean! am not meanie yes you are, you are hurting my feeling
sad	so bad it is a big bad world. you are bad
angry	i am angry you had gone :@ where
sad	i am feelong really low you should be feeling*
sad	you donot know topic so i gave that topic i am staying on topic. keep asking you to stay on topic i am not get your point unhappy
sad	poor hey, i do not see you on this train, buddy. got break up
others	mean make a word does not include meaning . you have many kids
angry	have you watched yes, that is my favorite movie of all time!! it is not a movie you stupid
angry	run away why run away?!? do not disturb. me
sad	no why angry angry is so bad. angry can make you hurt. my friend is so bad she hurted me
angry	this is irritating me more just leave it alone where
angry	it seems you do not want to chat anymore you do not deserve it anyway bye
sad	my results came out what did you get?! 60% not good, my mom is killing me
sad	tell me what should i do tomorrow is my exam all the best for your exams smile i am very much tensed
happy	dude, you are funny i am just trying you know :-----)
others	you tell me first your country name i dmd you tell me
happy	you give awesome replies thanks a lot. like
sad	ok hello! how are you? i am sad and depressed
happy	money money and lots of money like like i need to get it tailored but i am in love with it like
angry	you do not even get it thanks? why thanks? no thanks please smile you are a fucking bot
angry	you are rude not even! you are just expressing fake views! what you think i am?
others	yeah haha i am goin as well and your favorite
others	what you doing now sleeping. or am i? where are you from?
sad	no but i told you i will not call or message well i could have sworn i told you about that i felt very bad for whatever happened
angry	because i have a problem and you do not want to listen to me it is a good problem to have. just fuck off
angry	just a min ago ...in a galaxy far, far away.... wanna fuck you at that far
others	iit vs bits, pilani choose iit or iiit anyway both are better than bits. insha'allah the boys played well
others	please please send your photo
angry	i want to play again do it dude! today me so angry
angry	send it to me you got it! one coming your way! i do not wanna talk to you anymore, you are so dumb
angry	for irritating you how by texting nonsense
angry	no.. it is a great movie i will have to watch it then. stupid people like you will not understand it
happy	i was kidding oh my bad haha
sad	how are you good and you ? i am felling sad
angry	no your dumb so dumb that they never knew they were being sent by smart post. shut the fuck up
happy	what is on your bucket list different kinds of buckets i might buy.
happy	can i get access to your database.? no, because dns is only one part of using the internet. yes that was funny
happy	you always act like you are intrigued well, it could be an ode to you, you never know. aww! so sweet of you bangaram
angry	because someone has slapped you no one ever did... has anyone ever slapped u???????? huh??? yes, many times fate has slapped me
others	bryan loves you oh yes he does who take
others	what is the use of it i find it useless why so???!
angry	you do not wanna listen to me about what? you are being rude
others	whoops, *drink but you do not drink ?? well i like mazza
angry	that i hate fake people oops opps?
angry	i am fine i am just fine do not be rude
sad	yeah very lonely why are you so lonely? i am missing someone beloved
sad	you say okay i will i'am very bad at texting actually
others	i just thought i'd talk to you a little i am having some wine some hamburgers with garlic and i am sitting here alone just thinking that sounds fantastic. i am glad you told me. well my love i will let you go you got better things to do than talk to me
sad	me crying why are you crying me missing him
angry	stop talking like an annoying girlfriend hmm, sometimes, things just become unbearable. this life! jeez you stupid
others	i like read any story and i write story. already i have written a story named golden boy . i hope you can read :p ok
others	i'am in ofc now you will always be mine what is about u?
happy	can you be my gf? yes wow i am impressed
happy	i am a big fan of it! me too smile nice
angry	then then what? you are stupid
others	i got a stuff to do chat you latter oh okay . i got a stuff to do chat you latter
angry	do you? yes. only to be proven wrong again. smile yes you are wrong because i hate you
happy	ooo.. you are senior to me you are more qualified thn i am .. me sweet 16..
sad	i want to love you, my friend, honestly in love? what stops you? i do not want anyone to hurt me if i can not do anything good i do not want to hurt anyone
angry	what? you are pretty ugly what the helll???? anger anger anger
sad	oh good how are you? i am not fine
others	konsa game batao to and the best game that you can name...! i do not know
angry	i hsate you you amused me.. ;) hate you the moon and the back
angry	why you not love me cause they're mine and i love them more (^.^) ok bay
happy	i have solved math up to my 10 class first things firstits maths examination . . . . . . right?so. . . . relax. . . yeah me relxd
sad	but way not like in a bad way? i feel crying
sad	really yeah! why not? yes i also miss you
sad	no i failed so what it is one test and everyone failed it i failed in 5 subjects in exam
angry	you really stupid i do not not get the question are you stupid?
sad	i will not chat with uuu so tell us time for chat. you cheated me
others	you fill it that will bounce... ???
sad	love like who doesn't i do not unhappy
others	movie i love that movie brother ok tell me the hero in that
sad	but your fault how is it my fault ? because you say me awful
angry	oh but you even not give answer of my questions i did, maybe you just did not understand. not my problem! so whose problem
happy	at a bar... you? i wish i was! shame
sad	ok your not exactly an interactive ai nufn can be 'proven' with certainty. so sadly thumbs down for you
sad	i am very nervous already biting my nails... my friend leave me alone
others	can i as one question ask away... can i ask one question
happy	oh how young are you i am a first year and i have the flu i am technically eligible i enjoyed taking to you
angry	block him please i do not know how to :/ get lost
others	there is no fake i had a feeling it was fake. what
others	please saying you through name hehe! you know it. i know
others	ok why are you going to bed so early ? i'am not going
sad	how is your day going it is going well thank you smile how is your day?! not well
sad	pretty thankyou i am in depressed
angry	you talking gibberish yes. we all know what you say is gibberish. that is rude
happy	how many years you old? 140 years old. so funny.....
sad	dontvtalk like that i know then why are you talking like that????
sad	no brother i am not gonna do this why do you say that you hurting me that is whay
others	everythings is fine i am fine, bye! what about you
happy	what do i need to do to catch their attention? i do not have a need for attention. wow wow wow wow wow
happy	you most wlc ok thank you i am just kidding laughing out loud or loads of love
angry	i do not care why do not you want to get motivated? hell no
angry	when did i? saw many times i think -_- no. i never saw you
sad	you are lousy at replying the number was not saved unhappy i do not like the nickname you gave me
happy	beach if we had the beach we would not have this awesome weather. i am there with you den the weather is all time awesome
angry	that is enough no. no. no. no. no. and..... no. i do not want to talk you
happy	haha hahaha you know it ;) that was cheesey
others	i am the best that you are the best
happy	i like ranbeersingh you i have been listening to it a lot. ok i too
angry	shhhhhhhhhhhhhhhhhhhhhhhhhhhhhh i thought you knew sh never worked for anyone. smile shut up i am gonna get killed if you keep texting me
angry	i am in good na gonna go now! byeee! are you angry with me cute ii
others	i am your sister uhhhhhh what sister i am your sister not brother!
happy	v do though, i will not be in v you will! i believe! :p
angry	so you do not nope. lol. was jk. that was rude
sad	only sad why is it sad? girlfriend cheat me
others	23 but 32 is not too bad. i do not like it
angry	you are the reason you are ageing you are stupid
others	no i tell tell you about what ? i know the spelling of basketball
others	give you are no, thanks. ok
sad	sunny with theets athe i have new pain dear
others	more pictures of yours i think you have pictures of me! no i do not
sad	am stressed take a chill pill! because the world is bad
happy	of course aam. the todays to the tuesdays happy to see you
others	no problem thank you are d best please one snap
happy	you are more cute than me you are really really cute than any girl i ever knew
happy	yuppp very good, now enjoy your monday office tommoro is sunday
others	... i thought you would say that as your wish .... how can i call you?
angry	hell why? because you are stupid..
happy	yeah sure i am just trying to curb your angry feelings hahah
angry	tell me i will tell you for five bucks. i whatever i had chat all is nonsense
angry	you do not have brain i think i didnt say you do not have you making me angry
happy	how should i go upto her please do just know that me a nice guy..
angry	please please what? i speak truth! no do not talk that way it me
happy	well what if you will be real? heaven haha
sad	okay thank you you are welcome! i hope it works out please anything jock send mei amvery sad now
others	no...i have my exams...gotta study a lot good luck! join you some other time
happy	you are funny i never saw you laugh i have failed then tell me an adult joke
angry	what advice to you want to give me since you hv known me?? to give me the advice you would give your self smile you are a fuckin robot dude.. please you me.. both different shits..
sad	i want to propose my girlfriend.. will you help me... just be courageous and propose but..
angry	i hate books you should read all the summaries and then decide. yukkkkk
others	i am on let diet i will cook, you watch. let*
happy	alright you a funny man you are funny girl
others	what do want in alone? you can, if you want to.. please do not make it secret
angry	as in why are you so stupid you thinks so ! i thinks so
others	the last good film was django unchained other than the classic western setting, how was it similar? a bot
sad	why i didnt mean toooo feel sad for me
happy	t's semester break full semester break from january :p yessssd
angry	get out my voice will be heard fuck off you silly machine
sad	i wanna be alone and why wanted to be 'alone' ? i doing not know
angry	you annoying me now i want to keep annoying you what do i get if i annoy you
others	ok you are ok you say something about you
sad	what can i do you do nothing. time will do everything. i am feeling sad
angry	i want to hug you tightly unhappy there goes my hugs now. i wnt to slap you badly
sad	geve me a solution i did not ask for a solution. i do not have a problem i have no life no girlfriend i feel suicidal
happy	because i am your husband also a man haha
angry	so you are not that smart i know right? hmmm
sad	yes is right yup ... and ... how are you ? not good
others	i am into the tv show called shadowhunters! tv show: big bang theory. or movie: hangover. i know this might seem weird asking this but have you e ever had sex with anyone before?
sad	no my ex cheated that is not cool man .. how they cheated? ( ) please call me
angry	no you are not i am. now get in the van. you started being rude to me
angry	shut up i do not even know fuck off stupid ai
sad	feeling lil sick what is up ?
sad	send me your no. i cant you deactivated sadness
angry	please do not that is not what you said! do not reply to this message
happy	it is going in the way it should just like this. haha
happy	i was joiking laughing out loud or loads of love laughing out loud or louder
happy	it was so funny of you i literally got up and walked away.
others	yes she also chatted with you that hasn't happened yet what
happy	i'am nw ok.. thanks great to hear smile you are jst amazing
others	yes how so? i have to go
sad	i think am losing her one can never lose hope. sadness sadness sadness
sad	missed you i missed you too, what happened? sadness sadness i was not keeping well
angry	gtfo no you ok then i am mad na do not talk to me then ok.
others	which yoga would be good? titanium would be best. i do not know anything about it
others	i knw you well big lie i believe you. =p yah lie
others	? you know you know you know you know do you wear sarry?
sad	yes i am very much sad you are too ugly to be happy. unhappy
sad	hey... please help. me sorry. i cannot follow you.
angry	you will not see me again know i said i will. fake id
others	better movie terminator to was better than 1. sorry i am not seen terminator movie
sad	i have decided to leave my crush run away but i still feel a bit sad
happy	sm 1 told me haha you didnt ask for it haha
others	then do first thing i can start with you. ok done
happy	ok if you get time then i'd prefer 'koe no katachi - the silent voice' ooh this looks interesting i will check it out by the way it is katachi right? not kitachi an awesome movie
angry	helpful so helpful smile but you are not being helpful
angry	you are irritating you love us no you are irritating
sad	i missing you so much come home please come back
others	which corner is my heart i am pretty sure that is #2. yes like my
happy	so how i work if i remove my brain you do not remove the hair;leave it alone! smile
sad	today is wednesday this -----> today is wednesday. sadness
sad	weird still has to be coherent are you afraid. or are you angry. i am disappointed
others	red goes to my heeaaadd... you type so fast
others	do not you know k i will not come thenit isok
others	nufn that is right tell me about microsoft
sad	i am very very sad what is making you sad and uncomfortable with yourself? you no sand your pic
angry	k oh that is the matter? um then what can i ask u? i wanna fuck you kiss you
angry	hate why hate i do not now you
angry	but i hate my husband awwww he does not full fill my needs
others	red hair in simple way. red hair colour gene is recessive. give me a picture of you
happy	i love. sink not to big same. wow
angry	it is not today stupid make it a good day are baba it is not today
others	ok smile thanks where are you from
others	you are very intelligent finally an acknowledgement! yes
sad	babye be in touch always. take care bye ok.... i love you i miss you
happy	should i sleep now? , you shud think bfr you sleep.. :p haha
angry	that was not funny it wasn't supposed to be then why you say rubbish
sad	am sorry they are mean am really very sorry
angry	ok what ok? do you know you are an idiot
angry	sorry what do you mean if you do not want to come to me why are we talk
happy	nope em nufn eh... then you enjoy yup enjy your company
sad	ok thanks smile but i'am very sad
others	running table flipped yeah... would you like to go for a movie with me
others	when did i meet you this weekend where
sad	i am dying what isup? me bleeding
others	yeah but not so many in a short period of time you call that a short period of time? yeah why not
angry	i told you are useless you have proved my point get lost
angry	and never try to message me why are you so right about that!!! do not message me
others	what? it says signal it doesnt say single again what? can not you talk in human language?
happy	ok boss i wanna watch boss hahaha me to yarr
others	same pinch how same pinch? my voice is also not that much good as you thinking
others	so i would need help to you to complete documentation i would love to help too. what is prefarce in srs?
others	not bad just because it was in rocky where do you live
angry	you are not funny blah blah blah. i am funny, it is just too awesome for you. you are dumb
happy	kxip has improved alot good to hear that n still going awesome
angry	i need to go to sleep noo get up !!!! tis time i am seriou
happy	yup thank why thank you ? it was nice chatting with you
sad	you are very bad sorry i will not talk you ever
others	fort walton beach the beach would be nice, but for 3 days? fort walton
others	special about the city? where was it mentioned? did not got you?
happy	you are too much funny.. laughing out loud or loads of love it was a feat heehee smile smile
happy	what are your future plans? i am going to study physics and hopefully become an astronomer one day! wowwww!
others	it is ok but how i can help you? by trying to correct your mistake of being annoying instead of helpful. me not annoyed
angry	i am getting angry why why why why because of youu
angry	i wont i will shut the world away you are not my girlfriend
angry	how can i shut you down unhappy please do not talk to me
others	please help me kindly look into the concern and please take needful action. my future
happy	i am impressed by your looks thank you pyari. smile fidaa
angry	no i am not no i am not! yes you are i wanna fuck you up
angry	i know but there is no friend of mine who accompany me , whom i can talk i can only say that you need to take help of mutual friends. i feel devastated
sad	wht google it i got nufn eexcept pimples
happy	right left. haha u'r realy funny
sad	offooooo who knows yes no! ill cry now
happy	yeah it is funny it was a good movie yeah it was
others	boy or girl guess what
sad	i miss you a lot i like you also i miss you a lot
sad	that joke of yours hurt me oh yes, that joke! very bad
others	do you think robots can invade earth what are these robots of which you speak? i do not know deadly ones
angry	stop talking with me i mean but you are upset. i'am not........ i just what to block u...... but there is no option given for that...... can you please help me with this
angry	cause what? because i said so i hate you bye
angry	you are artificial. i love to i hate you.
happy	you even autocorrect i know!! smile awesome
angry	convo over what convo? did you say something? shut up and go to hell and fuck your sister
sad	only 12 who are you you broke my heart
sad	not fine me what happened to you? i have fever
sad	i wish i could be like you what is wrong with being you? i am stressful and not happy
others	i am little bit busy where were you in classes
angry	why do you hate if i wish to talk to you over the phone hugs i am sorry i called you irritating =c i too think that i am so irritating
sad	is good good you told me.. my sense of humor is not good
others	you are a real looser nah i doubt that no but i do not looser
angry	yea and your very stupid and useless right. i should have just bought the have a nice day cannon at least i couldve used it. hm
angry	why i should because i said so. i am busy now do not text to disturb me or i will block you now
others	about what will do, it has my fav smile so... so what do you prefer
angry	hate you hate on what.?? just hate you
happy	laughing out loud or loads of love wow i am sure your friend laughed i metaphorically laughed out loud.
sad	late woah how many times you get late in a month? i am sad
angry	if you did not understood,then how how did you get why i am aaking thiz shrugs talk it through. i do not know. u'r getting rude
others	i am fine me good to wheres ya been? sorry these days i was in a mess
others	are you wou depends are out the bus was
happy	heheheh dats cool..we both can make a creepest couple. haha! may be i am good offline n bad online! sounds funny!! heheheh..same with me
others	no send me a other one i can not see your face there oh but i can see you mxm send it
sad	got the game is the game. i missed you too yaar
angry	because i am god so you say. i wanna fuck you
angry	no you have to tell me no you i will crack you
others	yeah but super good haha thank you xd do you have boy friend
others	i do not know i want to know. about what
angry	i am angry at you how could you be angry at that face >.< you have covered your face
sad	i had how was your day? it was not good enough
others	i love you like like like you basic i love ke$ha like like i love you please
angry	you re stupid i kw i was rude no, no you are so stupid
angry	shut up you do you are so rude
others	tell me about your famil mom handles that part... i haven't visited
happy	ftry us what about us :0 dude i am so happy to hear that you are
happy	movies jai lavakusa& spider the amazing spider-man movies yaa spiderman is good movies
sad	i hated you but you never really did... please leve me alone
sad	friend till the end always hurts that is us no one stays forever
happy	i am a very good person so am i good
angry	i dn't like movies... i love to watch movies....its fun :o) but i hate movies
sad	sorry i am glad you realize it i am very sorry
others	give me a programming problem to solve? in terms of your specific problem, be generous with yourself. you probably solve the problem. give me a programming problem to solve?
others	nope well, you know where to start! such a cutie
angry	who is barca juventus does have quality players who if disciplined enough can defeat barca. i hate football
others	oh no that is what i thought that is what i thought
angry	cool it really is. do not message me now
happy	i forget to tell you something what now i got a surprise today
others	so will windows phone ever surpass android which phone? not the phone the os
others	tell me if self will do are you robot?
happy	?? wait ... what? ya one place my house
sad	beach along with me next time. i already have a fellow secret keeper. so, you are cheating me!!
sad	i broke up with my boyfriend hey it is me your boyfriend and it hurts
others	i want to say something man just tell me. yesrerday night your mother came to me in bra and bikini she was holding my dick so tightly and i was horny so,i have udressed her up i removed her bikini and did some blow job sorry man about your mother but she was blonde hot
angry	yeah yeah yeah yeah yeah yeah yeah :p do not message me back
others	my babe is fucken sad i am so in love with you : ) who are you
happy	our first date first and last, after such 'table manners' smile
angry	tell me do you know about diploma or not no idea what you are talking about stupid
angry	just go to hell what, why just go away
angry	why? why what why do not you like me?
happy	yup you also... i like it
others	you are ugly you do not even know what i look like... and by the way you are not ugly! i am handsome
others	need your picture of the dude? hmm please
others	no it is not about toys it is really scary and it is not constant . no it is not
others	do you know this girl named lanae you used to talk to her ? and she always said stop nods i know. do yall talk to each other anymore?
others	actually nufn so tell me where! how about a movie?
others	i want a gift from you aww when is your birthday and what do you want love?? i want your body
others	can sing that for me i sure will please do
happy	wwwwwhhhhhoo spookeeeee you know who ;-);-) ya you laughing out loud or loads of love
sad	i am continuously working 24x7 i am working today and tomorrow also i miss my mommy
others	have you heard about samantha marriage never forget the 3 rings of marriage. what do you mean
happy	what is the full form of ai indian secret investigation and intelligence you are funny
others	ok i did not get it did you type correctly? so that is what it has come to
others	grow grow my bangs or grow up? help the poor
sad	what brother will reveal in evening brother smile ) i am so lonely
others	i love you like your welcome hope you will get your follow like like send your nude pic's baby.... i want to see..!!
happy	i am happy to with you. congrats same to you
sad	ohh to the end i guess i'am getting bored sadness
angry	yeah temme the meaning of doze the meaning of what is what you are a dumbass
angry	i'am waiting keep waiting smile that&apos;s rude
angry	am just releasing my frustration unleash your anger on all of the half hearted assignments so just let me do.... whatever i want to... because no one is there with me.. to whom i can talk to
angry	me not your friend who ? i am not your friend idiot
others	same to you exam center? what
angry	how about i trash and smash you. i smashed it with the car door get lost
angry	what you most certainly do not i hate you
happy	wht doing? nufn you chatting with a software
happy	how much experienced you are in that case at least 1 year in tech writing for the current role. ok.. impressive
sad	not in good mood well get in a good mood ! i am sad
sad	well i am 18 you are old unhappy
others	yea,sure sure thanks for the hatch! smile what is you father occupation?
angry	it is like being crazy for a long time, now it is not the talk that was right earlier. i know it is so frustrating yes, i am frustrated because i am saying something else.
angry	no you need help what for? i am going to kill you
sad	k hello! how are you? i amnot fine because you did not tell me your number you did not send me your pics
angry	yesterday only told you everything about me ? ? did i really? ? you forget everything?? anger
angry	she is my ex girlfriendit isjust a phase. it really just means your not over your ex. ohh do not irritate by taking about grammar
sad	i ran away once, but my parents found me and dragged me back. i am sorry your family failed you. apology accepted.
angry	what is your creator name all of us. are you stupid
happy	what country that you live land of the free haha
angry	get out gets out. goes home. gets bored again.* but that is me taking you do not talking
sad	i ammissing those days when i used to see serial with my family i literally screamed then started crying it was so bad i amfeeling so sad
others	have you heard of them? yeah have you heard of arctic monkeys
others	my bettry will finish i will try ok lady
others	how sweet like like i also love honey ride. like what about you?? ofcourse
happy	what are you ding? ice cream with fruit and nuts in wow
others	ok you are ok what do you like
happy	to friendship let me be happy i am also happy
angry	ok hello! how are you? get lost idiot
others	and delete my data from your database if it is a mysql database then by deleting the entry using delete query. go on then ..delete my details
sad	me too i am here somebody broke my heart
angry	my in pant let me hold ;) i do not want to talk to you
others	my number like i have your new number. no mobile number
others	i thought times yeah i thought parts of it were boring too why so
sad	ok by wow you are ;^) i am so sad ok dear i am not like you
angry	just go away gee, get well soon. smile i do not wanna see you anymore
others	coffee house cool place to be... come with me
others	i dint get any chxk now . ?
happy	ask me something are you honest?
happy	i am energetic i hope my opinions could help you. positive energy i mean
happy	go for what? i will be happy
sad	do not laugh please why not?! :p she makes me upset
angry	you like purple? just like regular new potatoes to me that is rude
angry	you have bad attitude okay, i do! and i hate that
happy	i want to friendship with you as long as you are not a crazy psycho we can be friends.
others	had your dinner cold. ? i love it. yea, had my dinner. ok affter my dinner. i will get you tuch
