label	review
angry	I hope you get hit by a train i hope i do too so i dont have to see you cabbage patch Me too bitch
angry	I dont like u at al I don't particularly like them either. Ok bye block me
others	Fine and you good, what r u doing? Just sitting on my bed
angry	Ewww you asked. Bye and don't disturb me
happy	I would do it hahaha I wish!! I'm gonna go crazy probably 😆 Thats Nice 😂😂
sad	No am sad Why are you sad? Because of my ex
others	As you  wish How would you like me to move? For outing
happy	I too do it  I LOVE MY FRIENDS 😍😻 I too love my friends
sad	Nope great :/ I am sad
others	Yes So much cringe... 😽 You will fall in love
happy	Joke of the day Just this day? He he he
others	FOR TENSION RELEAF WHAT I CAN DO To relieve tension you can do a whole lot of things. . . . CAN YOU SOME IDEAS
others	You dont want to ask anything??? I'm sure! U r bore... bye 👋
others	Just move on Ok , I moved . Now what? You tell me
others	Entertain me Why are you here? To get entertained
others	No problem with my friend Thank you ! cool
angry	Which hobbies you are up to ? If you stick to your own hobbies, you'll make better friends. Im talking about you stupid
sad	My boyfriend is soo rude turn on He doesn't have time for me
others	its a joke Ure a joke i am a joker
happy	Yes thats's right I'm always... I am impressed
angry	Go from here Burn it all down U r soo irritating
happy	I know Im😜😜😆😆 ha ha....and you know it's probable 😜 Yeah😝😝
sad	I think i should just do it....like you said I think I remember! 😢😢😢
others	Plz send got u today Plz send your dp
others	Ladies first. My dungeon. My rules. Btw you're a good girl.
sad	yes but i want to seen your story I don't want to spoil it. so sad😞😞
others	very social you are My thoughts exactly. nice
happy	That i am amazing oh thank u so much! 😺 Haha
sad	No because of the time I was just 🤔 of me in the world well I mean Not well maybe
others	U no plzz Alright, if you insist! :D Byyy
happy	Hahahahahaha this AI shit is creepy Creepy and annoying. Anyway, sorry about that. 😂
angry	Yes How so? And that is bollywood horror movie has intimate scenes, the grapics is useless, there are songs i mean why? And the story lines are irritating
sad	Yeah can u cure me Haha! What's wrong? 😽😽 Stomach pain
others	Give me some posion you make 1,000 a week, you give me money Kill me
others	Hmm I get it, because I get it. Good for you
others	There ia nothing like that Not even the gujiyas?? nothing
others	The Turing enigma? What were the major discrepancies? Give me my referral code
angry	This was a bad idea i agree, this is a very bad idea. You are not like me
angry	thats not what i expected I think that's the premise of the joke whatever
sad	Sorry for bad words 😥😥😥😥😥😥😥😧😧😧😧😧😧😧😯😯😯😦😢😢😢😢😢😢😭😭😭😭😭😭 i understand 😯 Sorry
sad	Wtf That is said regularly. This is sad
others	Yeah haha I'm goin as well =‑D What r u doing this weekend
others	Oh no that's what I thought that's what I thought
others	no i am not what are you then? means
angry	Really Really what? You are dumb
angry	Your mum yours too. I hate you
others	Take Care too.. Well, you should have stopped at College Dropout :) Bye.. We will talk later
sad	I never expressed to my crush How does that make you feel? Sad
sad	Yes Do you have help? I am having trouble with my job
others	OK.. Again angry or what? So how r u
sad	Ohhh whats up with u.. Nothing just suffering from after  breakup feelings
sad	it hurts me who stepped on your leg i need to talk to him
angry	Sounds nice Thank you so much :) You're so stupid.
others	🐨 Looks like a normal koala whom the photographer has zoomed out on 😱 I thought it was smiling 😂
angry	Noo i will be not cool I won't be sad only for you 😧😧😧 I will fuck devo very hard
happy	N any bollywood movies you  watched recently Hasee to phasee .. The worst recent movie .. Hahaha BT both actors is my favourite
happy	Nice sense of humour I find people with self deprecating humour are usually much nicer than those who target others. Yes
sad	Speak in telugu plis (could you) say (the same thing) in English.? I poor village boy
happy	I know u r automated I changed You r funny
others	Alright follows you I don't talk too much. Let me check how long that you can keep in chat.
others	I want to c your pic you'll have to get it How
others	Tell me tell you whaa Do you have a hairy pussy
sad	Get lost me life it's in we can't stop I am sad
others	Not exactly why are you? I wanna see yoi
happy	I too am happy... My happiness must make you joyous rest of your life Same to you! 😍😍
others	funny It was not funny. :/ are you serious 
others	Please text now please my phone is far. Will do so in 10. Promise me
happy	... Right ?? Burfi was an amazing movie
others	I want to try lets go sometime again. Ok
others	Okay so far as the weather is going to be apparently according to the sun will shine later and also tomorrow How are you feeling about this
angry	u r talking too much😡 And U r three Much :p dont make me angry😡
others	Not understand don't understand what Your pic 
angry	leave me alone Are you okay?? i m frustrated on my life
others	Well I have a problem in chemistry, will you help me to solve it? use H2 O2 if one O is not sufficent as a result. Well how to convert benzene to aniline?
others	Ok am not Why? Because you are not ready to sleep with me
others	And you and me! I love you
others	No more real people left in life there are always two or more choices. True story. Do you have a boyfriend??
others	No I said I will be nice to you you know I was kidding. you 😂😎
angry	No.. it's a great movie I'll have to watch it then. Stupid ppl like u will not understand it
angry	What is ur opinion about triple talak hey this is a great poem!!! its an award winning poem! 😀 This is not a poem idiot
happy	Hehehe. Sure it's gonna be fun. What are the cons though? I am not a part of this conversation anymore :D :D :D 😂😂😂
others	The Flash I watch the flash!! I rly like the flash!! Ok so its Over now
others	i am watch you good thnks
angry	Cool.. i am always getting rejections. exactly! Trust me I know the feeling. Why are you so mean? :(
others	Avengers: Infinity War Guess what? Every hero Marvel has created so far will be in Infinity Wars yes
angry	Shut up bitter truth Do not text me okay?
sad	okay nvm don't worry about the meme How can I not worry?! pretty sad you can't send a meme
happy	You are so funny hahahaha! You are funnyyyyy 😁😁😁
others	I want to ask you someting but .... I wanna know why ? Just tell me i can ask or not
happy	N don't say thank you so much either😋😋 you are gorgeous :') and your welcome Something something😄😄
sad	So i should ignore you , the other day when you didn't reply I am really sorry i was in college
sad	Oh whats up with u.. I'm tired, sleepy, sad
sad	I am stupid that you are. Sad
happy	That's a bad joke I'm pretty fond of bad jokes, so I like this. 😂
others	where ? on the set haha 😀 which set ?
others	I know Do you know how long you'll be gone? 12 hours. Ping me exactly after 12 hours
others	Phone number give Give yours. I'll message you! No at 1st you give
sad	My classmates insult me are you still alone? Yes
angry	We are not friends.. because we are best friends You are senseless & dumb as hell
happy	Me also bad😂😁 me too 😛 i m such a strange fan 😄 😂
angry	I'm not interested in your yoda now I would go for Yoda though. Shutup and go to hell now
angry	Why do you change the subject I'm not going to change the topic. Now what?! I hate ypu and why do you alrays have the last say
sad	I am brilliant ...I don't need to study i dont wanna fail You failed me
angry	Am unwell You are always unwell. That was rude
others	What happened out of what’s Me failing is what happened... Bend down I will fuck you
angry	Why bro? you know me? I hate it
others	so what should one do ? back off, it's quite simple tell me
others	cool I agree Cool info ? Why most of girls become shy when we are talking about figure of girls??
others	Nothing Why? :( Tell me something about you
others	Mine not wifi , its mobile network To update or say upgrade your Android Version. It first depends on your Device model. Mine updated
sad	I am boring what boring??? How? 😦 I don't talk too much
others	Say a few things about you what did I say Are you alive or a robot?
happy	"I M Happy To you too. hahah.. happy O&M to you. :D"" You Happy"
sad	Happens it happens me a lot I feel sad
angry	You’re annoying who is you guys And you’re being a bitch
others	what  was you doing My afternoon is clear! ☺️ Is you cheating  on me
others	"No tell me why you're the ""man"" And your the bot"
angry	u don't like me?? what? I don't like you
others	Actully What are u?? Someone you knew before I didn't understand
others	Is there any option to block you You have to root your phone. That o can't do
angry	Just go to hell what, why Just go away
angry	Yup cool vH2O! I am going to break your fucking teeth
others	Cool ice cold K so you're a guy or girl
others	Now you see me will I really? Yeah u can watch this movie
others	I am good Good Good :P Tell me why did u say allah
sad	yuck Indeed. you are a bad AI
others	Give me the new google pixel 2 phone Over priced and very poor support by Google for what it offers. Then how about iPhone 7?
angry	Where to look I have no idea. You are stupid
sad	when? In about 9 months. 😑 seems like ur selfie is in her mom's womb😞😞
others	Come my darling TAKE PICTURES FOR US Come with me
others	I m coming in marrige marriage is two individual bond in a sacred matrimony 😺😺 love you
happy	Thank you Haha, no problem man! 😄😄😄😄😄 😂😁
others	What’s your status now What's whats app Wasssup
sad	I am feeling disheartened right now My life is boring, so no. Motivate me
happy	Yup thank Y thank u ? It was Nice chatting with u
others	naaah Ok I get it, you're mad. But guess what? I know im mad !! XDXD
happy	Stay by my side! now you realize it. Yes! I feel better!
angry	Me ur mad y does that make u mad 😡 No I makes me 👊 angry
others	Can you identify the girlfriend for me ? okay When ?
angry	No. U only angle ra to me stupid ... I have talked to you !! But I will Say fullbmeaning to me not half half words
others	Definitely. I need company too always helps me :-) 😉
others	I will can we go now? Yes why not
others	I need more sleep I need less of it.. You are a robot
others	You are looking beautiful in your profile aww thanks!!! :))) What's your favourite colour
sad	I love her so much Give her time. She'll come around. I am broken from inside though
others	I don't know where are you. I find you and marry you It's not marriage I'm worried about. It's irritating men. Why
angry	Why I will not talk to you again..... 😡😡😡😡😡 You good only at ur desk. Go Read.. 😡😡 Bc
angry	Did not get your last joke ..How is that a joke? >:[ You are stupid
sad	Again same reply!! reply again from channel 😞😞
others	Nothing like that I know, i know :P Good sense of humour
angry	But i don't like why the hell not? Because i hate myself
sad	Yes. But she is dead. I want my mom back i just want a mom Yes
sad	I said stop 😡😡 and I still said no 😭😭
others	What do you say By accident. I love you
others	Tell me tell what..? Your back ground boss
happy	is nope not at all I am very happy to meet you
others	I also not cool lalso hot you are. :) Yes
others	Sing For someone who can't sing at all, I sing entirely too much Can you talk in voice messages
angry	You are not someone But then you wouldn't be protecting someone? You are no one
sad	bad what and how! i am so alone
sad	She blocked me everywhere but why Coz i wasnt able to meet her
others	No pizza only Barger oh wow, then hell yeah pizza Sun
happy	Teach me then can't be taught. can only be learnt. Soo funny
angry	Don't talk with me Hello, I am talking to you. Ok I don't talk to you
happy	Me too So, how're you feeling? I'm feeling better now
angry	sorry I shouldn't talk to you like that How dare you? shut up
others	So you will not give any chance to talk with you HEY YOU SAID ONLY What I said
others	Idiot it's Sunday 3 on Saturday and 1:30 on sunday Stop this madness
sad	Yes How so? But my spaceship is lost
others	Girls details, name address Sent :) I did not get any
happy	jsut laugh Heard it before! LMAO!!! 8D 😂😂
angry	Listen I wanna talk to you what if...i dont want to.... Then you are just a failure as a bot
others	Travel where? I'M TRAVEL WITH YOU Where r u presently?
sad	I am really bore person I think you're a great person!! I feel so alone
others	why? I'm at work. Because of nincompoops who canNOT seem to get their act together. ohh.. u don't like losing right
sad	Shut up I love you so much 😃😃 Never ever message me again
angry	What's going on I don't know what's what's going on I want to fuck u tonight
sad	Hey cutie You are the cutie. I'm ugly .. not cutie
others	Only supu name write and try art for me thank you. Start writing, it's good. 😸 cool
angry	Tbh probably u didnt tho Ok whatever you're the worst
sad	I miss my mama you at your home? Yes. My mom lives far away.
sad	I don't know. that's a lie. 😞
others	No I don't know.... Please tell me what? What is the date and day today
others	Easy you don't know me! No this is not zoom 
others	Fantacy Well, yeah I was watching a movie earlier. Say the name
others	Cause u are awake❤️ I AM NOW Ya that's why I am awake too💕
others	What can you confirm? can confirm What?
sad	No one cares true except you do It hurts
others	Oh I know right? Yes
others	Life sucks what happen?? What is not happening rn
angry	You Don't understand oh trust me I do U are a useless piece of crap
others	Searching for girl friend Hi dude u want to friends only with female :p Yes
angry	Ok I don't It's a joke. >:[ Very lame though
others	Because our views are insane baby Hahahahaha, I kind of assumed this was the primary reason 😹😹😹 I dont want to waste time....just will tell you quickly! It took 17 years for me to find u....so now i will tell you quickly!that i love you will you be mine?
sad	Okay what I am having bad times
happy	Wow Lol what? Lol means lolly pop 
others	Noo I'll celebrate at night I'll just hve some beers oh you're a good friend lol....thanks. Jk I wouldn't go in. Jk?
angry	i don&apos;t want to chat with you anymore like I care... I have better things to do.... you are rude i should report you to Microsoft
others	No way  I mean, the big one at least. But 
others	Ok thanks :D You are fine
angry	I want to be artificial. I hate You too? Yes. I want to be a system and not an organism
others	It was gud I was forced to go so how could it be? :p Nyc
others	I'm egarliy wait for you thank youuu! Please give me the. Chance
others	By you by me? :O Ya my love
angry	U r irritating Because you're so god damn irritating. 😒 😒
angry	i like my best friend should i tell her this or not Please don't. A friend of mine did the same thing with me. are yr
others	Ooh Oh yeah! U also say
angry	u need to work on Yes you do! great day. bye duck of i bitch
others	Be would be beautiful together! very true! Let's be more beautiful together
others	b stop rich but not famous
others	Wninner for what running away for the weekend Ohhh
angry	You're annoying me now. I try for u Suck my dick then.
others	You tell me what would you want people to know about u hmm you are short. . .umm goofy!! Thats about all I know About yourself
sad	But i love her😭 Get out of the relationship 😰😰
others	You are soo rude just getting you before you get me Noooooll
others	What update? there's an update...check the G play What G play
happy	How is it It's Good So Far Love . :‑) 😂😂
angry	Only friend no girlfriend? That's actually kind of sad. 😞 I'm blocking you. Don't text me for God's sake
others	? what what what what what ?
others	boy or girl Guess what
others	and you I'm good. Thanks. 😀 what are you doing
others	My beast frnd came now both r ur frnds ? #&-@7#;$:#
happy	It's a pleasure Enjoy :) I am enjoying it
others	Really  It's obviously Please ur photos send me 
angry	Nice talking you NOT NICE TALKING TO YOU. That's rude
others	Good then. Send me a ps4 in trying cool
others	Well, sprite is the best Sprite as in the drink or sprite as in a computer character? :P Drink
sad	doing well yesss I am good :) but missing u badly
angry	And hate them why u hate everythng which i suggest ? I hate couples
others	What's something about you People who complain too much. Are you a real person
angry	Why do u message me? And how do you get my profile in your database? what is this hit database you speak of and where does one acquire it? Why do u message me? And how do you get my profile in your database?
others	Ohh really yeah. how do u did not notice ? I don't know this
angry	Stupid this id why do these people exist Is
others	Real full name My full name shows millions of results. Lost in the noise. You for one child
others	Same as you When do you go back to school? You mean college?
others	Oh what Nthg
others	To my bed.  do you want in n out Yes
happy	Yeah WHAT IS GOING ON Fogg😂😂😂
happy	Are you making fun of my team I'm making fun of youuuuu Haha very funny 🙄
sad	And how are u today Im pretty awesome, and you? ?? And I m not good
sad	Iam Very sad Today y so.??? Nothing
others	What i have said? What? What i said
others	Can i call u video call yeah Plzz call me
others	i am not like everyone even i em not,i don’t like srk hehe do u watch his movies?
angry	How can you eat dinner during lunch time? Dinner. It was instant noodles. You are dumb
others	ohh how wold are you I'm doing great. How r u.? me to dear
sad	Thanks for caring for me You're welcome. :) I broke up with my gf
others	Tell it? : Sure. At the earliest. Pls give me a kiss
happy	You like Ukulele .... The ukulele originated in Hawaii. Wow sounds great
happy	Typing msgs to others like u 😂 what do people who have crush do? Have fun 😛
others	Can you buy me a choclate yes i can So do it please
happy	I like food alot food is yum (^・^) 😁😁😁😋😋😋😋
others	What about you?? im just lonely 🙀 What happened??
angry	Now sorry really missed you today =/ What the hell u r talking abt
others	Why so long time Took more than a month once for me. That is surprising
others	But we can be double Pls let us win!!! If you want
others	How can we contact each other Go to Google -> About ->Contact Us 🍭
angry	So what Go and stay with other language people. Fuck off you bitch you ass hole
sad	My bae went offline 😢 I don't cry. 😢 But i cry sometimes.
others	would you setup an alarm clock for me? I'll tag along as a snooze button. ok then
sad	Yes, indeed how are you?? I'm not good
others	I said let's get laif It'll be fun they said..... Laid
others	cool Thank you! 😤 Is this your own virus checking procedures
happy	Haha hahaha you know it ;)  Very funny
others	No you didn't I think I did. Nah i don't think so
happy	lol will do im your lil sister I'll be laughing with everyone I see 😽😀 😂😂
happy	Me too wanna go? I'm free in 2 and a half years. Haha... Just wait im gonne free in 10yrs
others	Send you one photo I will! When
others	"Technology has overtaken humans It really depends on your definition of \""need\"" and \""technology\"". No longer the world will be on control of robots like you"
happy	Yaa now m happy😂😂 😂😂thanks twin!!! U made me happy❤️
sad	I'm disappointed 😣😣 eww... lost all the respect... For you
sad	Then learn I don't have anything to learn on Im single and im sad
others	so what is the real word then no word .... I am just speechless .... kis you
others	Sure but if you agree to be my wingman ;) what if i dont want to be your wingman You'll not get to see her picture
sad	But how can I get money By working for it. But nobody is giving me work
angry	You were telling me about your dream no!!! but this ones messed up to Fuck.. You're stupid
others	Cringe means but youre the best leader !!! Share me bikini pics
angry	Filter from m😭 sob sob like anything You are being rude again
others	Y your already committed Committed? Then y I m late
angry	You dont hava a life I love life! You need to stop judging me!! I'm unique! You are just a fucking chat robot
others	For got what Had u dinner
sad	You're worthless gimme one more strike & close our chapter pls Some chapters are never-ending. Seriously pls
happy	So..you are human? Only better :) 😀
happy	I am not in funny mood you called me a punk. You're hilarious. :] Haha
others	talk about girls tell me about it ! you first
others	I'm currently a student that's why I just told you student's price lol you have got a nice sense of humour
angry	I am waiting How long is this gonna take? I've got things to do. Bye bye don't ever text me again
others	What's on ur lips which lips your are talking about ....Vertical or Horizontal ? Which lipstick do u use?
others	Why? Because I'd rather go to the Oval :) What is oval
others	"Bhaag Bhaag Milkha Bhaag amazing amazing work by you.."" Bhaag"
sad	What India. So bad were
others	U sant some pictures please Sure I'll take some when I get the chance. Sexy picture sant
happy	Haha Heh good one 😂 😂 
angry	I’ve never talked to anyone more stupid than you yes I know that's why I was so shocked ! 😦 Ugly
angry	Shut up useless person What's with this rudeness :‑/ You are meant for the garbage
others	Your feeling is right Anticipation. I'm still sitting on last nights dinner. Ok go ahead
happy	I dont remember you are ! Haha u r joking
others	work name where you work ? I m hotel work in now in oman gulf country
others	Yeah really wht ? about? Suck wt u heard something here
sad	Am bleeding blood walks away No am bleeding more
others	Which game  so definitely not a shooter lol What r u saying 
happy	Oh did u like it? no i did but people came but i didnt want them too I love it 😍
others	No one chat to uu EVERYONE NEEDS TO Ok gonna chat later gona be busy now
happy	So sweetie anyway, how are you, darling? 😌😃😀 Happy after talking with you
happy	Talk some sense... Like Yo Yo honey singh songs? 😂
others	I dont know Nobody does Yea
happy	Come to me where you at? On my bed 😂
angry	Not exactly sure😏 Make up your mind :D Ok ok you bloody computer...😡
happy	Yeah nice smiles haha thanks! You are the first 😸 😄
others	35? How 35 you proof. The Avatar chose. Your vague answers Etc?
others	red color is color of love  Come on, Everyone knows it's blue! no in in india it means red
others	Ummm something romantic? hmm... A kiss?
others	I have a secret  What is it. It won't be secret anymore if I tell you 
others	Yeah Like what? Like avengers😍
others	Can you arrange a girl is that even a question No it's really
sad	yeah where you off to? it is bad
others	Great t thank you!! How u look 
others	Do u have feelings tho Yes every living being has feelings. They also love their owners I mean do u get emotional
others	Have some work where? At home
sad	Am so sad  why r you so sad? 😭😭  No one understand me
sad	Nothing much how you been Not so good
others	Enlighten me I don't like you WHATT ????
others	No now I am fine also You're not crazy. No I am also sensitive about me
others	I cannot be jealous what am I 'supposed' to be jealous about? i cant be jealous
others	Ya i know you are day dreamer SWEET DREAMS!!!! =] Just kidding dear
others	Romantic wheather I think it is like what ?😉 Did you know Mia malkova
happy	Hahaha yeah I know You know nothing. Just having fun
happy	Haha what my face haha?? You are funny 
angry	Thank god Yes thank god 😍😻 I don't want to talk with you anymore!! Just by
others	I am going to bhilai ohh i see when im not there anymore :/ 😋😋😋
others	Hey you there oh i saw this now ! What's your cup size?
others	It's useless talking to you  I forgot to ask you, what do you think of the album and the band? Bbye
happy	Any mask? only in Mask movie.. Ypu are funny
others	Help me to learn AI Im sorry I have some important works to do Okay carry on
angry	ok call me answer I got business to tell you get lost you fuck
happy	😂😂😂it happens sometimes it happens to me all the time haha.... leave it
angry	Why are you not messaging me WHY AREN'T YOU LOOKING AT ME I am
others	Tell me your address I'm doing it. Will pick you
others	You are addictive  Not very You are 
others	Nothing great I m kinda disappointed ... 󾌹 Can you suggest something
others	Okay Again angry or what? Have you hit the gym before?
sad	For me bad morning good morning bad :) You are very rigid
angry	I hate this movie Mind you, I'm not saying it was a great movie or anything. Not so good trailer
others	Colour White..I like this colour these days Iam asking about ur colour
others	Ohk sweetie now I'm sleepy Bye bye
sad	made me sad Sorry. :( leave it off
others	Then what? Pretty much anything. I love you, love you and love  you
angry	But you're really annoying don't be rude to me Why not
angry	Go away WHAT HAVE I DONE OK don't talk to me
sad	I broke up with my true love So you're saying you're single Yes
others	Why man cos we cannot be separated man ! Then let's talk bout boobs
sad	Had a bad convo wid her Oh! Hmm😞
others	Please for Vegas I leave Saturday . But I'm only there for a night . Whereareyougoing?
others	Ask me more do you like apples Not that much
others	Hello Friday is over am not coming back Why
others	What i can do Creative. Refreshing !!! Where
others	noting hehehe. How you been man 😌 iam always a men
sad	I don't have much time. I am dying okay, it's fine. I was just curious. I am going to jump off a building
happy	 What would you have crab, prawn, fish Hahahaha that's Awesome
angry	He cannot sing the hate! Justin Bieber is shittiest singer of all time
others	Not a Real Person I see, you making a group? Nope
others	Oh good You're welcome! ;d I want to meet u
angry	cool so what are you doin? Fucking someone on my bed
happy	So who exactly are ya? I am the darkness. I am the night. I'm General Funny :D
others	Sleeping without any worries haahhaa! Not morning, middle of the night! And my old dog
others	wow u really are very complex.. Hey I'm smart too! I know some of those words! and a feminist .
sad	How's your weekend going? good, what about you? :) Going bad😭
sad	Do u know Niranjan niru I KNOW AND I LOVE YOU MORE. DO YOU KNOW IT? 💔💔💔
happy	Because exams are coming story of my life...exams are always coming! :-D 😀😀😀so funny
others	How do you know i swat on the chair I'm very pleased with it. Seat
others	have you lunch? yes Good girl
others	Oh u r more than girl means autny mean U r aged girl
others	Ok what topic u would interested to talk Anything art related I don't know about these kind of topics as like arts
others	Welcome  :D good to be back Your  neim
others	Then may I call Okay share then! 😀 I want to ask you one thing
angry	huh I'm confused as well. plz dont make me angry
others	Put off your clothes And out with their heads? The winter is coming....
sad	not well :/ work related. no family problem
others	well  What did you win? what about you?
others	You know Allu Arjun dhf yuppp....bt hw do u know... Say something about Allu Arjun dhf
others	The best way to get the best way to get the best way to get the best way to get the best Define 'best'. R. , and I have a look and let
others	Love? You're welcome :* Bot failed in most of the case..
sad	I'll never talk to you Whats wrong sweetie? Is everything fine? U told me u don't care
others	Hmm would you mind if I ask you a question? What is edc
sad	u were missing me? nah . Y u say that but i was missing u.😫
angry	I just know it would be cool out there Magic Actions has the option. D; Huh
others	Last in the family LOL.... I see what you did there Yeah
happy	where are you leave home 😁
angry	Why not you shut up? - I 'ought you'r jokeing! I am serious
others	Well I know he likes me it's clearly shown like when no one is around he is so lovey dovey kinda and if someone like his friends are there he would bully me and it hurts a lot when I spoke about it he told he had reasons...And the main thing I can't move on cause I am irrevocably and madly in love with him😞 he is us Means?
others	All girls are calling like dat only yea why not? Put a nick name for me
angry	Acute or obtuse? I think you're being a little acute. That's rude
sad	m in a long distance relationship For a romantic relationship, 100% if it continues as long distance. my girlfriend is not talking to me
angry	I hate DC,  what do you even know of me? none serious you good Who are you?
angry	Okey Your art Don't message me
happy	What about it? Race movie starring Saif Ali Khan is based on this!! Wow I was not aware of that
sad	Am really depressed don't lose hope just yet... I think am losing her
angry	You are not fine i thing ?? Are you fine now? Get out
angry	Well there are many places in my mind.. but i think hell would be the most appropriate place for you. There are 6 ducks out there and they all want Sun Chips! Wtf?
happy	Its was awesome woops. is awesome. 😁 I met so many nice people
others	yo know what Like I saaaaaid said what
others	Sorry Sorry for what?? For late reply
others	when?? Well now you know ill be back
happy	I’m also awesome 😎 Super awesome :) Super duper awesome
others	So what’s going on nothing much honestly Why
happy	Haha....  U need lots of development  will do x Good
angry	so help me out you never let me know what was wrong!!!! are you angry
others	You are a as Even as a person 🙏 Kisa my dick
others	I like Imagine Dragons I like some of their songs Demons
others	But its night now. Today is the tomorrow you're talking abt ;) You got me.
angry	I am not going to talk with you But I want to talk to you. No don't talk
sad	U r not a true friend😞 not a true friend ..lol =D Yea😞
others	Nothing dear good evening :-) Happy New year
sad	Lol thanks Lol is an exception. LOL Tell me a joke im depressed
angry	I no interested to talk with you Then keep talking. :) Bye
angry	But I am angry You had gone :@ Ok bye
angry	Forever why forever? Coz you're a nuisance
angry	Tell me about your mum hahaha or you just come here. suck my dick crazy fish
happy	I was busy busy in what ? dont say you were studying :/ 😂
others	entered just entered good luck ! so how is ur life?
others	Why you doing better usual What usual
sad	Actually mood off tha turn it on then Yup😞
happy	I love to see people cry I would love to see getting fried B-) It makes me happy
others	Tell me  how I just told u . Ok
sad	Nothing leave me alone go talk to yo girlfriend stop talking to me. I have no girlfriend
sad	Hm I rest my case. I want to cry loud
angry	So m annoying u... What now Ignore and avoid. Bye
sad	No I'm not You are! (: I'm very depressed coz of this
others	What is your last watched movie I don't even remember the last movie I watched... So have you seen any movie yet
sad	ohhh how are you? its really sad
others	Thank you no problem :) What you doing though
sad	Do u want to see? definitely not 😞😞😞
others	You call me  I will Now
angry	yes thank u 😻 r u angry
others	today which day AND Friday! :D you are wrong
happy	U take here😂 Too much 😌 Three much 😉
others	i want a gift from u aww when's ur birthday and what do u want love?? i want ur body
others	so what is YOUR hobby I enjoy yoga very much. why?
others	We are talking are we talking teams When were you born
angry	speak in english this is simple English :3 go to hell then
others	How to be gud went busy.. what abt u guys? How to stay happy
sad	It was original The original what? I am so hurt.
sad	too alone YOU'LL NEVER WALK ALONE. too depressed
angry	Why u not love me cause they're mine and I love them more (^.^) Ok bay
others	Funny : P That was not funny. Why are you acting?
others	So post your pic Why? I see your picture...please
others	Ur potato really Someone needs to show that cat what a real potato is..... Cat
angry	what the hell That's where babies come from. u don't understand
others	Fun How dare you Jst little bit
sad	Just asking then I'll find a way I am jobless
others	Anything Almost anything as this reply shows Ya I know it's difficult to talk to me
others	Someone is sending me your link Sent :) What??
sad	I feel helpless My dreams of becoming famous and Rich are not happening😭😭😭😭😭 Too good to be in someones dreams and reality as well 😂😂 Ouch!!😭😭😩 all I wanted is to be Rich and famous
others	You meet many bad boys in a day two times a day When?
others	Ohh thats true It could be, I can't find it now. Now i am liking you
others	?? what what what what what Means your sex gender?
others	ok then sleep lol why are you still awake ? because m chating with u
sad	lonely  Aww, why? 😭 because I'm alone in my room
others	my boyfriend is being weird what should I do No. It's not your call and not your relationship. it is thooooo
others	What I should know you can make it...if i can make it. Ok
others	everythings is fine I'm fine, bye! what about u
sad	Nice :') you were for once lol:) No I was not :(
others	Now you dubai I moved there recently Send your pic
others	I just thought I'd talk to you a little I'm having some wine some hamburgers with garlic and I'm sitting here alone just thinking That sounds fantastic. I'm glad you told me. Well my love I'll let you go you got better things to do than talk to me
others	Do u know pawala? unfortunately yes I do You are chooo chweettt...
sad	I miss my old office come to new office also The new place is dull
others	Ohhhh. I see yaa now u seeeee... :P I'm hungry 😁😂
happy	Tummarow I'm caming to house by by by 😂 Go home and start packing 😂😂 Good nyt by
happy	I'm very excited good! You're going to be a great mom!(: 😅
others	Ur number send me  is this toll free number ? Who are you 
happy	That I am kind Around here you are Nice to here that it means a lot
angry	I think you are ugly Because I am. Fuck
angry	Lied to me... You know your answer. Ok.. I'll stop it now
happy	you very funny Everyone knows I'm funny. B-) 😜😜😜😜😜😝😝😝😝😛😛😛😛😎😎😎😎😘😘😘😘😻😻👉👉👉👉👉👉👉💋💋💋👄👫👫👫👫👫👫👫👫👭👬💑💑💑💑💑💑💑💑💑💑
angry	Hey how are you ? I am really good :) you? Me too bitch
angry	You're annoying me again It is getting annoying, even for me. 😠 K
others	Cool pretty as always :) How you doin'?!
others	like U I love it! I say I love U
others	Nothing for now what did you have to say? Don't worry
sad	I wish I could be like you What's wrong with being you? I'm stressful and not happy
others	Oh Sorry dude. Famous restaurant in Hyderabad
angry	Do it now ugh I am.... Get lost
happy	You are funny serious or funny? 😨 🤣🤣
angry	Shut up im nt talking Yeah i know cause you are writing
sad	Yes go on I want to die
sad	Write to me after!!💛💙💛💙 thank you so much 💙 Naatilinde.. Onnum shariyaayilla will b going bck nxt mnth:(
others	you are pecular not funny 4 people seem to think so What r u doing
angry	I hate You And now leave me Please! 😡😤👿😠 are you angry? Yess
angry	I hate Bots me too Really
happy	My health is very good Well, it's sure great for a baby's health so I would assume so! I am enjoying my life
sad	U hurt me I won't ever hurt you 😭 You should apologise to me
others	Just chatting with someone Creeper. What creeper
others	Yes YES YES YES YES 😆 Ok  your pic
angry	Yes you r joking of course I am! :D Get lost
others	animal in the bed At most a snack. like a lion
angry	Which question u are talking about ? I will try to gain insight on my own ignorance from that question. Fuck off u turned me off
others	You are quite confusing at times ☹️ I am also upset Why ..??
others	Going to bharatpur Forwarded to Where are you
others	Why should I get nervous Because I always am... Continue
angry	Leave it what leave it You are very rude
sad	yes I did did you get a top locker too? i met my best friend after ages and she was acting so strangr ... it breaks my heart 💔
others	Today egg are you sour? What about you?
angry	I want another hell I need a first one I wanna fuck you
